2018-07-01,20002,7,3,31,5,4,999.20934,984.80167,845.39319
2018-08-01,20002,8,3,31,4,4,1103.39191,712.00087,619.71078
2018-09-01,20002,9,3,30,5,5,1033.82845,966.86044,1065.34529
2018-10-01,20002,10,4,31,4,4,977.40239,999.20934,857.45269
2018-11-01,20002,11,4,30,4,4,1161.8843,1103.39191,750.41853
2018-12-01,20002,12,4,31,5,5,954.2357499999999,1033.82845,820.58984
2019-01-01,20002,1,1,31,4,4,1378.49032,977.40239,984.80167
2019-02-01,20002,2,1,28,4,4,1766.81068,1161.8843,712.00087
2019-03-01,20002,3,1,31,5,5,1009.45458,954.2357499999999,966.86044
2019-04-01,20002,4,2,30,4,4,1266.7875099999999,1378.49032,999.20934
2019-05-01,20002,5,2,31,4,4,1043.01349,1766.81068,1103.39191
2019-06-01,20002,6,2,30,5,5,1083.62552,1009.45458,1033.82845
2019-07-01,20002,7,3,31,4,4,1287.62346,1266.7875099999999,977.40239
2019-08-01,20002,8,3,31,4,5,1034.98927,1043.01349,1161.8843
2019-09-01,20002,9,3,30,5,4,928.36431,1083.62552,954.2357499999999
2019-10-01,20002,10,4,31,4,4,1066.44999,1287.62346,1378.49032
2019-11-01,20002,11,4,30,4,5,813.78215,1034.98927,1766.81068
2019-12-01,20002,12,4,31,5,4,1090.18771,928.36431,1009.45458
2020-01-01,20002,1,1,31,4,4,1979.53635,1066.44999,1266.7875099999999
2020-02-01,20002,2,1,29,4,5,1423.5773900000002,813.78215,1043.01349
2017-01-01,20003,1,1,31,5,4,,,
2017-02-01,20003,2,1,28,4,4,,,
2017-03-01,20003,3,1,31,4,4,,,
2017-04-01,20003,4,2,30,5,5,1063.45835,,
2017-05-01,20003,5,2,31,4,4,752.1152,,
2017-06-01,20003,6,2,30,4,4,917.16548,,
2017-07-01,20003,7,3,31,5,5,525.82591,1063.45835,
2017-08-01,20003,8,3,31,4,4,620.48202,752.1152,
2017-09-01,20003,9,3,30,4,5,744.08829,917.16548,
2017-10-01,20003,10,4,31,5,4,785.12398,525.82591,
2017-11-01,20003,11,4,30,4,4,864.21928,620.48202,
2017-12-01,20003,12,4,31,5,5,1465.83347,744.08829,
2018-01-01,20003,1,1,31,4,4,1958.59845,785.12398,1063.45835
2018-02-01,20003,2,1,28,4,4,1426.23717,864.21928,752.1152
2018-03-01,20003,3,1,31,4,5,961.66344,1465.83347,917.16548
2018-04-01,20003,4,2,30,5,4,907.56304,1958.59845,525.82591
2018-05-01,20003,5,2,31,4,4,788.30749,1426.23717,620.48202
2018-06-01,20003,6,2,30,4,5,778.55594,961.66344,744.08829
2018-07-01,20003,7,3,31,5,4,765.47838,907.56304,785.12398
2018-08-01,20003,8,3,31,4,4,784.35885,788.30749,864.21928
2018-09-01,20003,9,3,30,5,5,660.73323,778.55594,1465.83347
2018-10-01,20003,10,4,31,4,4,656.227,765.47838,1958.59845
2018-11-01,20003,11,4,30,4,4,955.97079,784.35885,1426.23717
2018-12-01,20003,12,4,31,5,5,912.34156,660.73323,961.66344
2019-01-01,20003,1,1,31,4,4,1313.34211,656.227,907.56304
2019-02-01,20003,2,1,28,4,4,1206.9177300000001,955.97079,788.30749
2019-03-01,20003,3,1,31,5,5,769.82869,912.34156,778.55594
2019-04-01,20003,4,2,30,4,4,964.76919,1313.34211,765.47838
2019-05-01,20003,5,2,31,4,4,758.3265700000001,1206.9177300000001,784.35885
2019-06-01,20003,6,2,30,5,5,638.0401,769.82869,660.73323
2019-07-01,20003,7,3,31,4,4,565.33774,964.76919,656.227
2019-08-01,20003,8,3,31,4,5,590.12515,758.3265700000001,955.97079
2019-09-01,20003,9,3,30,5,4,662.3865400000001,638.0401,912.34156
2019-10-01,20003,10,4,31,4,4,715.20314,565.33774,1313.34211
2019-11-01,20003,11,4,30,4,5,635.59563,590.12515,1206.9177300000001
2019-12-01,20003,12,4,31,5,4,967.77116,662.3865400000001,769.82869
2020-01-01,20003,1,1,31,4,4,1081.36645,715.20314,964.76919
2020-02-01,20003,2,1,29,4,5,948.29393,635.59563,758.3265700000001
2017-01-01,20004,1,1,31,5,4,,,
2017-02-01,20004,2,1,28,4,4,,,
2017-03-01,20004,3,1,31,4,4,,,
2017-04-01,20004,4,2,30,5,5,555.9161399999999,,
2017-05-01,20004,5,2,31,4,4,508.20044,,
2017-06-01,20004,6,2,30,4,4,489.91328,,
2017-07-01,20004,7,3,31,5,5,512.05402,555.9161399999999,
2017-08-01,20004,8,3,31,4,4,543.3667,508.20044,
2017-09-01,20004,9,3,30,4,5,590.50779,489.91328,
2017-10-01,20004,10,4,31,5,4,569.88117,512.05402,
2017-11-01,20004,11,4,30,4,4,1042.52979,543.3667,
2017-12-01,20004,12,4,31,5,5,1259.6456,590.50779,
2018-01-01,20004,1,1,31,4,4,1268.21209,569.88117,555.9161399999999
2018-02-01,20004,2,1,28,4,4,897.42607,1042.52979,508.20044
2018-03-01,20004,3,1,31,4,5,568.79679,1259.6456,489.91328
2018-04-01,20004,4,2,30,5,4,415.52538,1268.21209,512.05402
2018-05-01,20004,5,2,31,4,4,503.65326,897.42607,543.3667
2018-06-01,20004,6,2,30,4,5,488.92473,568.79679,590.50779
2018-07-01,20004,7,3,31,5,4,611.51237,415.52538,569.88117
2018-08-01,20004,8,3,31,4,4,641.37063,503.65326,1042.52979
2018-09-01,20004,9,3,30,5,5,447.84475,488.92473,1259.6456
2018-10-01,20004,10,4,31,4,4,653.4231,611.51237,1268.21209
2018-11-01,20004,11,4,30,4,4,936.42001,641.37063,897.42607
2018-12-01,20004,12,4,31,5,5,948.86342,447.84475,568.79679
2019-01-01,20004,1,1,31,4,4,809.6708600000001,653.4231,415.52538
2019-02-01,20004,2,1,28,4,4,802.34669,936.42001,503.65326
2019-03-01,20004,3,1,31,5,5,585.56477,948.86342,488.92473
2019-04-01,20004,4,2,30,4,4,511.33713,809.6708600000001,611.51237
2019-05-01,20004,5,2,31,4,4,441.70332,802.34669,641.37063
2019-06-01,20004,6,2,30,5,5,619.77084,585.56477,447.84475
2019-07-01,20004,7,3,31,4,4,466.70901,511.33713,653.4231
2019-08-01,20004,8,3,31,4,5,603.3108100000001,441.70332,936.42001
2019-09-01,20004,9,3,30,5,4,667.19411,619.77084,948.86342
2019-10-01,20004,10,4,31,4,4,521.71519,466.70901,809.6708600000001
2019-11-01,20004,11,4,30,4,5,482.13372,603.3108100000001,802.34669
2019-12-01,20004,12,4,31,5,4,786.1714,667.19411,585.56477
2020-01-01,20004,1,1,31,4,4,1064.69633,521.71519,511.33713
2020-02-01,20004,2,1,29,4,5,723.94206,482.13372,441.70332
2017-01-01,20005,1,1,31,5,4,,,
2017-02-01,20005,2,1,28,4,4,,,
2017-03-01,20005,3,1,31,4,4,,,
2017-04-01,20005,4,2,30,5,5,494.27011,,
2017-05-01,20005,5,2,31,4,4,551.4306,,
2017-06-01,20005,6,2,30,4,4,563.89955,,
2017-07-01,20005,7,3,31,5,5,662.59032,494.27011,
2017-08-01,20005,8,3,31,4,4,515.58711,551.4306,
2017-09-01,20005,9,3,30,4,5,528.58883,563.89955,
2017-10-01,20005,10,4,31,5,4,625.84925,662.59032,
2017-11-01,20005,11,4,30,4,4,1068.01865,515.58711,
2017-12-01,20005,12,4,31,5,5,1247.8888,528.58883,
2018-01-01,20005,1,1,31,4,4,875.13411,625.84925,494.27011
2018-02-01,20005,2,1,28,4,4,776.7654200000001,1068.01865,551.4306
2018-03-01,20005,3,1,31,4,5,329.42894,1247.8888,563.89955
2018-04-01,20005,4,2,30,5,4,417.53208,875.13411,662.59032
2018-05-01,20005,5,2,31,4,4,399.20878,776.7654200000001,515.58711
2018-06-01,20005,6,2,30,4,5,559.98671,329.42894,528.58883
2018-07-01,20005,7,3,31,5,4,496.41774,417.53208,625.84925
2018-08-01,20005,8,3,31,4,4,637.11135,399.20878,1068.01865
2018-09-01,20005,9,3,30,5,5,547.62513,559.98671,1247.8888
2018-10-01,20005,10,4,31,4,4,502.34077,496.41774,875.13411
2018-11-01,20005,11,4,30,4,4,874.88924,637.11135,776.7654200000001
2018-12-01,20005,12,4,31,5,5,761.7752,547.62513,329.42894
2019-01-01,20005,1,1,31,4,4,893.74086,502.34077,417.53208
2019-02-01,20005,2,1,28,4,4,469.26344,874.88924,399.20878
2019-03-01,20005,3,1,31,5,5,372.63428,761.7752,559.98671
2019-04-01,20005,4,2,30,4,4,363.58438,893.74086,496.41774
2019-05-01,20005,5,2,31,4,4,409.8995,469.26344,637.11135
2019-06-01,20005,6,2,30,5,5,488.21387000000004,372.63428,547.62513
2019-07-01,20005,7,3,31,4,4,624.9988,363.58438,502.34077
2019-08-01,20005,8,3,31,4,5,897.26297,409.8995,874.88924
2019-09-01,20005,9,3,30,5,4,876.39696,488.21387000000004,761.7752
2019-10-01,20005,10,4,31,4,4,745.74978,624.9988,893.74086
2019-11-01,20005,11,4,30,4,5,536.668,897.26297,469.26344
2019-12-01,20005,12,4,31,5,4,879.52808,876.39696,372.63428
2020-01-01,20005,1,1,31,4,4,996.78275,745.74978,363.58438
2020-02-01,20005,2,1,29,4,5,606.91173,536.668,409.8995
2017-01-01,20006,1,1,31,5,4,,,
2017-02-01,20006,2,1,28,4,4,,,
2017-03-01,20006,3,1,31,4,4,,,
2017-04-01,20006,4,2,30,5,5,528.40996,,
2017-05-01,20006,5,2,31,4,4,599.1859000000001,,
2017-06-01,20006,6,2,30,4,4,868.34182,,
2017-07-01,20006,7,3,31,5,5,565.31925,528.40996,
2017-08-01,20006,8,3,31,4,4,813.17643,599.1859000000001,
2017-09-01,20006,9,3,30,4,5,698.31833,868.34182,
2017-10-01,20006,10,4,31,5,4,670.77751,565.31925,
2017-11-01,20006,11,4,30,4,4,781.41139,813.17643,
2017-12-01,20006,12,4,31,5,5,599.26956,698.31833,
2018-01-01,20006,1,1,31,4,4,866.99297,670.77751,528.40996
2018-02-01,20006,2,1,28,4,4,724.31168,781.41139,599.1859000000001
2018-03-01,20006,3,1,31,4,5,530.36517,599.26956,868.34182
2018-04-01,20006,4,2,30,5,4,470.33785,866.99297,565.31925
2018-05-01,20006,5,2,31,4,4,588.56272,724.31168,813.17643
2018-06-01,20006,6,2,30,4,5,862.19361,530.36517,698.31833
2018-07-01,20006,7,3,31,5,4,748.4439100000001,470.33785,670.77751
2018-08-01,20006,8,3,31,4,4,865.28861,588.56272,781.41139
2018-09-01,20006,9,3,30,5,5,468.1526,862.19361,599.26956
2018-10-01,20006,10,4,31,4,4,515.20419,748.4439100000001,866.99297
2018-11-01,20006,11,4,30,4,4,615.70617,865.28861,724.31168
2018-12-01,20006,12,4,31,5,5,478.04388,468.1526,530.36517
2019-01-01,20006,1,1,31,4,4,513.15472,515.20419,470.33785
2019-02-01,20006,2,1,28,4,4,566.66809,615.70617,588.56272
2019-03-01,20006,3,1,31,5,5,407.75925,478.04388,862.19361
2019-04-01,20006,4,2,30,4,4,578.74461,513.15472,748.4439100000001
2019-05-01,20006,5,2,31,4,4,479.99914,566.66809,865.28861
2019-06-01,20006,6,2,30,5,5,502.43741,407.75925,468.1526
2019-07-01,20006,7,3,31,4,4,835.47883,578.74461,515.20419
2019-08-01,20006,8,3,31,4,5,527.68846,479.99914,615.70617
2019-09-01,20006,9,3,30,5,4,458.0418,502.43741,478.04388
2019-10-01,20006,10,4,31,4,4,343.11053,835.47883,513.15472
2019-11-01,20006,11,4,30,4,5,262.73593,527.68846,566.66809
2019-12-01,20006,12,4,31,5,4,409.95501,458.0418,407.75925
2020-01-01,20006,1,1,31,4,4,528.3263,343.11053,578.74461
2020-02-01,20006,2,1,29,4,5,399.6142,262.73593,479.99914
2017-01-01,20007,1,1,31,5,4,,,
2017-02-01,20007,2,1,28,4,4,,,
2017-03-01,20007,3,1,31,4,4,,,
2017-04-01,20007,4,2,30,5,5,464.67137,,
2017-05-01,20007,5,2,31,4,4,638.62996,,
2017-06-01,20007,6,2,30,4,4,840.83303,,
2017-07-01,20007,7,3,31,5,5,741.17156,464.67137,
2017-08-01,20007,8,3,31,4,4,858.04498,638.62996,
2017-09-01,20007,9,3,30,4,5,850.75738,840.83303,
2017-10-01,20007,10,4,31,5,4,767.23749,741.17156,
2017-11-01,20007,11,4,30,4,4,874.86774,858.04498,
2017-12-01,20007,12,4,31,5,5,912.1132,850.75738,
2018-01-01,20007,1,1,31,4,4,912.87207,767.23749,464.67137
2018-02-01,20007,2,1,28,4,4,767.95742,874.86774,638.62996
2018-03-01,20007,3,1,31,4,5,607.52412,912.1132,840.83303
2018-04-01,20007,4,2,30,5,4,635.25815,912.87207,741.17156
2018-05-01,20007,5,2,31,4,4,383.80253,767.95742,858.04498
2018-06-01,20007,6,2,30,4,5,1205.48871,607.52412,850.75738
2018-07-01,20007,7,3,31,5,4,670.18111,635.25815,767.23749
2018-08-01,20007,8,3,31,4,4,718.11211,383.80253,874.86774
2018-09-01,20007,9,3,30,5,5,778.84928,1205.48871,912.1132
2018-10-01,20007,10,4,31,4,4,694.87111,670.18111,912.87207
2018-11-01,20007,11,4,30,4,4,694.49793,718.11211,767.95742
2018-12-01,20007,12,4,31,5,5,434.30577,778.84928,607.52412
2019-01-01,20007,1,1,31,4,4,547.65697,694.87111,635.25815
2019-02-01,20007,2,1,28,4,4,447.26564,694.49793,383.80253
2019-03-01,20007,3,1,31,5,5,361.82904,434.30577,1205.48871
2019-04-01,20007,4,2,30,4,4,377.66902,547.65697,670.18111
2019-05-01,20007,5,2,31,4,4,368.79546,447.26564,718.11211
2019-06-01,20007,6,2,30,5,5,576.23305,361.82904,778.84928
2019-07-01,20007,7,3,31,4,4,511.54994999999997,377.66902,694.87111
2019-08-01,20007,8,3,31,4,5,394.67651,368.79546,694.49793
2019-09-01,20007,9,3,30,5,4,536.13689,576.23305,434.30577
2019-10-01,20007,10,4,31,4,4,573.37257,511.54994999999997,547.65697
2019-11-01,20007,11,4,30,4,5,307.82899,394.67651,447.26564
2019-12-01,20007,12,4,31,5,4,369.74894,536.13689,361.82904
2020-01-01,20007,1,1,31,4,4,445.34884,573.37257,377.66902
2020-02-01,20007,2,1,29,4,5,357.85913,307.82899,368.79546
2017-01-01,20008,1,1,31,5,4,,,
2017-02-01,20008,2,1,28,4,4,,,
2017-03-01,20008,3,1,31,4,4,,,
2017-04-01,20008,4,2,30,5,5,523.04609,,
2017-05-01,20008,5,2,31,4,4,631.7143,,
2017-06-01,20008,6,2,30,4,4,937.42393,,
2017-07-01,20008,7,3,31,5,5,626.51768,523.04609,
2017-08-01,20008,8,3,31,4,4,849.48973,631.7143,
2017-09-01,20008,9,3,30,4,5,739.24267,937.42393,
2017-10-01,20008,10,4,31,5,4,563.83449,626.51768,
2017-11-01,20008,11,4,30,4,4,837.3190599999999,849.48973,
2017-12-01,20008,12,4,31,5,5,671.248,739.24267,
2018-01-01,20008,1,1,31,4,4,723.19292,563.83449,523.04609
2018-02-01,20008,2,1,28,4,4,631.8606,837.3190599999999,631.7143
2018-03-01,20008,3,1,31,4,5,543.14221,671.248,937.42393
2018-04-01,20008,4,2,30,5,4,469.29224,723.19292,626.51768
2018-05-01,20008,5,2,31,4,4,506.25385,631.8606,849.48973
2018-06-01,20008,6,2,30,4,5,765.98901,543.14221,739.24267
2018-07-01,20008,7,3,31,5,4,691.53246,469.29224,563.83449
2018-08-01,20008,8,3,31,4,4,707.59267,506.25385,837.3190599999999
2018-09-01,20008,9,3,30,5,5,554.57063,765.98901,671.248
2018-10-01,20008,10,4,31,4,4,526.38149,691.53246,723.19292
2018-11-01,20008,11,4,30,4,4,554.82147,707.59267,631.8606
2018-12-01,20008,12,4,31,5,5,436.96269,554.57063,543.14221
2019-01-01,20008,1,1,31,4,4,532.45644,526.38149,469.29224
2019-02-01,20008,2,1,28,4,4,433.50169999999997,554.82147,506.25385
2019-03-01,20008,3,1,31,5,5,426.32899000000003,436.96269,765.98901
2019-04-01,20008,4,2,30,4,4,543.27828,532.45644,691.53246
2019-05-01,20008,5,2,31,4,4,476.98787,433.50169999999997,707.59267
2019-06-01,20008,6,2,30,5,5,454.57036999999997,426.32899000000003,554.57063
2019-07-01,20008,7,3,31,4,4,403.69191,543.27828,526.38149
2019-08-01,20008,8,3,31,4,5,486.36682,476.98787,554.82147
2019-09-01,20008,9,3,30,5,4,567.42091,454.57036999999997,436.96269
2019-10-01,20008,10,4,31,4,4,524.04994,403.69191,532.45644
2019-11-01,20008,11,4,30,4,5,233.00983,486.36682,433.50169999999997
2019-12-01,20008,12,4,31,5,4,330.56343,567.42091,426.32899000000003
2020-01-01,20008,1,1,31,4,4,452.77197,524.04994,543.27828
2020-02-01,20008,2,1,29,4,5,396.49833,233.00983,476.98787
2017-01-01,20009,1,1,31,5,4,,,
2017-02-01,20009,2,1,28,4,4,,,
2017-03-01,20009,3,1,31,4,4,,,
2017-04-01,20009,4,2,30,5,5,378.08172,,
2017-05-01,20009,5,2,31,4,4,475.242,,
2017-06-01,20009,6,2,30,4,4,456.07282,,
2017-07-01,20009,7,3,31,5,5,338.71860000000004,378.08172,
2017-08-01,20009,8,3,31,4,4,455.3711,475.242,
2017-09-01,20009,9,3,30,4,5,548.52156,456.07282,
2017-10-01,20009,10,4,31,5,4,406.5181,338.71860000000004,
2017-11-01,20009,11,4,30,4,4,411.07364,455.3711,
2017-12-01,20009,12,4,31,5,5,464.70505,548.52156,
2018-01-01,20009,1,1,31,4,4,266.72003,406.5181,378.08172
2018-02-01,20009,2,1,28,4,4,237.34808,411.07364,475.242
2018-03-01,20009,3,1,31,4,5,514.8801,464.70505,456.07282
2018-04-01,20009,4,2,30,5,4,264.48599,266.72003,338.71860000000004
2018-05-01,20009,5,2,31,4,4,434.03086,237.34808,455.3711
2018-06-01,20009,6,2,30,4,5,449.68079,514.8801,548.52156
2018-07-01,20009,7,3,31,5,4,297.43841,264.48599,406.5181
2018-08-01,20009,8,3,31,4,4,392.31112,434.03086,411.07364
2018-09-01,20009,9,3,30,5,5,398.99459,449.68079,464.70505
2018-10-01,20009,10,4,31,4,4,383.58812,297.43841,266.72003
2018-11-01,20009,11,4,30,4,4,529.56178,392.31112,237.34808
2018-12-01,20009,12,4,31,5,5,587.6409,398.99459,514.8801
2019-01-01,20009,1,1,31,4,4,596.92913,383.58812,264.48599
2019-02-01,20009,2,1,28,4,4,551.96254,529.56178,434.03086
2019-03-01,20009,3,1,31,5,5,555.27622,587.6409,449.68079
2019-04-01,20009,4,2,30,4,4,465.47521,596.92913,297.43841
2019-05-01,20009,5,2,31,4,4,366.72969,551.96254,392.31112
2019-06-01,20009,6,2,30,5,5,525.47182,555.27622,398.99459
2019-07-01,20009,7,3,31,4,4,391.28033,465.47521,383.58812
2019-08-01,20009,8,3,31,4,5,578.48564,366.72969,529.56178
2019-09-01,20009,9,3,30,5,4,610.3959,525.47182,587.6409
2019-10-01,20009,10,4,31,4,4,716.07987,391.28033,596.92913
2019-11-01,20009,11,4,30,4,5,520.41758,578.48564,551.96254
2019-12-01,20009,12,4,31,5,4,558.45719,610.3959,555.27622
2020-01-01,20009,1,1,31,4,4,556.15182,716.07987,465.47521
2020-02-01,20009,2,1,29,4,5,711.89025,520.41758,366.72969
2017-01-01,20010,1,1,31,5,4,,,
2017-02-01,20010,2,1,28,4,4,,,
2017-03-01,20010,3,1,31,4,4,,,
2017-04-01,20010,4,2,30,5,5,441.25546,,
2017-05-01,20010,5,2,31,4,4,562.98287,,
2017-06-01,20010,6,2,30,4,4,718.4487,,
2017-07-01,20010,7,3,31,5,5,607.72864,441.25546,
2017-08-01,20010,8,3,31,4,4,759.99707,562.98287,
2017-09-01,20010,9,3,30,4,5,1032.41184,718.4487,
2017-10-01,20010,10,4,31,5,4,573.89415,607.72864,
2017-11-01,20010,11,4,30,4,4,651.39113,759.99707,
2017-12-01,20010,12,4,31,5,5,940.8323,1032.41184,
2018-01-01,20010,1,1,31,4,4,1212.23362,573.89415,441.25546
2018-02-01,20010,2,1,28,4,4,747.14647,651.39113,562.98287
2018-03-01,20010,3,1,31,4,5,507.57042,940.8323,718.4487
2018-04-01,20010,4,2,30,5,4,298.25586,1212.23362,607.72864
2018-05-01,20010,5,2,31,4,4,477.48363,747.14647,759.99707
2018-06-01,20010,6,2,30,4,5,653.77607,507.57042,1032.41184
2018-07-01,20010,7,3,31,5,4,171.74107,298.25586,573.89415
2018-08-01,20010,8,3,31,4,4,227.24081999999999,477.48363,651.39113
2018-09-01,20010,9,3,30,5,5,223.87746,653.77607,940.8323
2018-10-01,20010,10,4,31,4,4,331.96807,171.74107,1212.23362
2018-11-01,20010,11,4,30,4,4,582.83104,227.24081999999999,747.14647
2018-12-01,20010,12,4,31,5,5,480.60235,223.87746,507.57042
2019-01-01,20010,1,1,31,4,4,612.50721,331.96807,298.25586
2019-02-01,20010,2,1,28,4,4,414.97753,582.83104,477.48363
2019-03-01,20010,3,1,31,5,5,285.02947,480.60235,653.77607
2019-04-01,20010,4,2,30,4,4,370.75591,612.50721,171.74107
2019-05-01,20010,5,2,31,4,4,337.76009,414.97753,227.24081999999999
2019-06-01,20010,6,2,30,5,5,522.8758300000001,285.02947,223.87746
2019-07-01,20010,7,3,31,4,4,446.72413,370.75591,331.96807
2019-08-01,20010,8,3,31,4,5,408.41679999999997,337.76009,582.83104
2019-09-01,20010,9,3,30,5,4,600.2506,522.8758300000001,480.60235
2019-10-01,20010,10,4,31,4,4,463.91661999999997,446.72413,612.50721
2019-11-01,20010,11,4,30,4,5,199.86233,408.41679999999997,414.97753
2019-12-01,20010,12,4,31,5,4,524.94628,600.2506,285.02947
2020-01-01,20010,1,1,31,4,4,448.82077999999996,463.91661999999997,370.75591
2020-02-01,20010,2,1,29,4,5,470.96657999999996,199.86233,337.76009
2017-01-01,20011,1,1,31,5,4,,,
2017-02-01,20011,2,1,28,4,4,,,
2017-03-01,20011,3,1,31,4,4,,,
2017-04-01,20011,4,2,30,5,5,489.25422000000003,,
2017-05-01,20011,5,2,31,4,4,383.99634000000003,,
2017-06-01,20011,6,2,30,4,4,700.9002,,
2017-07-01,20011,7,3,31,5,5,482.76774,489.25422000000003,
2017-08-01,20011,8,3,31,4,4,831.7764,383.99634000000003,
2017-09-01,20011,9,3,30,4,5,585.04446,700.9002,
2017-10-01,20011,10,4,31,5,4,557.88642,482.76774,
2017-11-01,20011,11,4,30,4,4,521.83404,831.7764,
2017-12-01,20011,12,4,31,5,5,700.63812,585.04446,
2018-01-01,20011,1,1,31,4,4,674.6103,557.88642,489.25422000000003
2018-02-01,20011,2,1,28,4,4,637.4277,521.83404,383.99634000000003
2018-03-01,20011,3,1,31,4,5,565.20828,700.63812,700.9002
2018-04-01,20011,4,2,30,5,4,340.75314,674.6103,482.76774
2018-05-01,20011,5,2,31,4,4,601.26066,637.4277,831.7764
2018-06-01,20011,6,2,30,4,5,526.99374,565.20828,585.04446
2018-07-01,20011,7,3,31,5,4,562.70214,340.75314,557.88642
2018-08-01,20011,8,3,31,4,4,484.04538,601.26066,521.83404
2018-09-01,20011,9,3,30,5,5,437.7555,526.99374,700.63812
2018-10-01,20011,10,4,31,4,4,300.26178,562.70214,674.6103
2018-11-01,20011,11,4,30,4,4,191.0727,484.04538,637.4277
2018-12-01,20011,12,4,31,5,5,189.5985,437.7555,565.20828
2019-01-01,20011,1,1,31,4,4,177.75576,300.26178,340.75314
2019-02-01,20011,2,1,28,4,4,289.13976,191.0727,601.26066
2019-03-01,20011,3,1,31,5,5,321.09714,189.5985,526.99374
2019-04-01,20011,4,2,30,4,4,303.39036,177.75576,562.70214
2019-05-01,20011,5,2,31,4,4,431.62938,289.13976,484.04538
2019-06-01,20011,6,2,30,5,5,453.34926,321.09714,437.7555
2019-07-01,20011,7,3,31,4,4,377.42796,303.39036,300.26178
2019-08-01,20011,8,3,31,4,5,286.69914,431.62938,191.0727
2019-09-01,20011,9,3,30,5,4,451.71126,453.34926,189.5985
2019-10-01,20011,10,4,31,4,4,428.27148,377.42796,177.75576
2019-11-01,20011,11,4,30,4,5,287.89488,286.69914,289.13976
